"occ","y4_hhid","loancode","hh_p02_2","hh_p03","hh_p04","hh_p05","hh_p06","hh_p07","hh_p08_1","hh_p08_2","hh_p09","hh_p10_1","hh_p10_2","hh_p10_3"
1,"6169-001",,,,,,,,,,,,,
1,"6170-001",,,,,,,,,,,,,
1,"6171-001",1,"**CONFIDENTIAL**",2,1,1,300000,2,12,2015,407700,7,,
1,"6172-001",,,,,,,,,,,,,
1,"6173-001",,,,,,,,,,,,,
1,"6174-001",,,,,,,,,,,,,
1,"6175-001",1,"**CONFIDENTIAL**",6,2,1,3000,2,8,2015,3000,7,,
1,"6187-001",,,,,,,,,,,,,
1,"6188-001",,,,,,,,,,,,,
1,"6189-001",,,,,,,,,,,,,
1,"6191-001",,,,,,,,,,,,,
1,"6192-001",,,,,,,,,,,,,
1,"6193-001",,,,,,,,,,,,,
1,"6194-001",,,,,,,,,,,,,
1,"6195-001",1,"**CONFIDENTIAL**",6,1,1,20000,2,8,2015,20000,9,,
1,"6206-001",,,,,,,,,,,,,
1,"6207-001",,,,,,,,,,,,,
1,"6208-001",,,,,,,,,,,,,
1,"6209-001",,,,,,,,,,,,,
1,"6210-001",,,,,,,,,,,,,
1,"6211-001",,,,,,,,,,,,,
1,"6212-001",,,,,,,,,,,,,
1,"6213-001",,,,,,,,,,,,,
1,"6225-001",,,,,,,,,,,,,
1,"6226-001",,,,,,,,,,,,,
1,"6227-001",,,,,,,,,,,,,
1,"6228-001",1,"**CONFIDENTIAL**",12,2,1,40000,2,8,2015,52000,1,,
1,"6229-001",,,,,,,,,,,,,
1,"6230-001",1,"**CONFIDENTIAL**",1,1,1,5000000,2,8,2017,7000000,7,1,
1,"6231-001",,,,,,,,,,,,,
1,"6232-001",1,"**CONFIDENTIAL**",2,2,1,300000,2,6,2015,400000,7,1,
2,"6232-001",2,"**CONFIDENTIAL**",12,2,1,50000,1,,,65000,7,,
1,"6244-001",,,,,,,,,,,,,
1,"6245-001",,,,,,,,,,,,,
1,"6246-001",,,,,,,,,,,,,
1,"6247-001",1,"**CONFIDENTIAL**",12,2,1,360000,1,,,379000,4,,
1,"6248-001",,,,,,,,,,,,,
1,"6249-001",,,,,,,,,,,,,
1,"6250-001",,,,,,,,,,,,,
1,"6251-001",,,,,,,,,,,,,
1,"6263-001",,,,,,,,,,,,,
1,"6264-001",1,"**CONFIDENTIAL**",12,2,1,50000,2,6,2015,55000,7,,
1,"6265-001",,,,,,,,,,,,,
1,"6266-001",,,,,,,,,,,,,
1,"6267-001",,,,,,,,,,,,,
1,"6268-001",1,"**CONFIDENTIAL**",8,1,1,600000,2,6,2015,600000,7,,
1,"6269-001",,,,,,,,,,,,,
1,"6270-001",,,,,,,,,,,,,
1,"6283-001",,,,,,,,,,,,,
1,"6284-001",,,,,,,,,,,,,
1,"6285-001",,,,,,,,,,,,,
1,"6286-001",,,,,,,,,,,,,
1,"6287-001",,,,,,,,,,,,,
1,"6288-001",,,,,,,,,,,,,
1,"6289-001",,,,,,,,,,,,,
1,"6290-001",,,,,,,,,,,,,
1,"6301-001",,,,,,,,,,,,,
1,"6302-001",,,,,,,,,,,,,
1,"6303-001",,,,,,,,,,,,,
1,"6304-001",,,,,,,,,,,,,
1,"6305-001",,,,,,,,,,,,,
1,"6306-001",,,,,,,,,,,,,
1,"6307-001",,,,,,,,,,,,,
1,"6308-001",,,,,,,,,,,,,
1,"6320-001",,,,,,,,,,,,,
1,"6321-001",,,,,,,,,,,,,
1,"6322-001",,,,,,,,,,,,,
1,"6323-001",,,,,,,,,,,,,
1,"6324-001",,,,,,,,,,,,,
1,"6325-001",,,,,,,,,,,,,
1,"6326-001",,,,,,,,,,,,,
1,"6328-001",,,,,,,,,,,,,
1,"6339-001",,,,,,,,,,,,,
1,"6340-001",,,,,,,,,,,,,
1,"6341-001",,,,,,,,,,,,,
1,"6342-001",,,,,,,,,,,,,
1,"6343-001",,,,,,,,,,,,,
1,"6344-001",,,,,,,,,,,,,
1,"6345-001",,,,,,,,,,,,,
1,"6346-001",,,,,,,,,,,,,
1,"6358-001",,,,,,,,,,,,,
1,"6359-001",,,,,,,,,,,,,
1,"6360-001",,,,,,,,,,,,,
1,"6361-001",,,,,,,,,,,,,
1,"6364-001",,,,,,,,,,,,,
1,"6365-001",,,,,,,,,,,,,
1,"6366-001",,,,,,,,,,,,,
1,"6368-001",,,,,,,,,,,,,
1,"6377-001",,,,,,,,,,,,,
1,"6378-001",,,,,,,,,,,,,
1,"6379-001",,,,,,,,,,,,,
1,"6380-001",,,,,,,,,,,,,
1,"6381-001",,,,,,,,,,,,,
1,"6382-001",,,,,,,,,,,,,
1,"6383-001",,,,,,,,,,,,,
1,"6384-001",,,,,,,,,,,,,
1,"6396-001",,,,,,,,,,,,,
1,"6397-001",,,,,,,,,,,,,
1,"6398-001",,,,,,,,,,,,,
1,"6399-001",,,,,,,,,,,,,
1,"6400-001",,,,,,,,,,,,,
1,"6401-001",,,,,,,,,,,,,
1,"6402-001",,,,,,,,,,,,,
1,"6403-001",,,,,,,,,,,,,
1,"6415-001",1,"**CONFIDENTIAL**",8,1,2,3600000,1,,,3600000,6,,
1,"6416-001",,,,,,,,,,,,,
1,"6417-001",,,,,,,,,,,,,
1,"6418-001",,,,,,,,,,,,,
1,"6419-001",,,,,,,,,,,,,
1,"6420-001",,,,,,,,,,,,,
1,"6421-001",,,,,,,,,,,,,
1,"6422-001",,,,,,,,,,,,,
1,"6434-001",,,,,,,,,,,,,
1,"6435-001",1,"**CONFIDENTIAL**",7,1,1,20000,2,6,2015,40000,1,,
2,"6435-001",2,"**CONFIDENTIAL**",7,1,1,40000,2,6,2015,80000,1,,
1,"6436-001",,,,,,,,,,,,,
1,"6437-001",,,,,,,,,,,,,
1,"6438-001",,,,,,,,,,,,,
1,"6439-001",,,,,,,,,,,,,
1,"6440-001",,,,,,,,,,,,,
1,"6441-001",,,,,,,,,,,,,
1,"6454-001",,,,,,,,,,,,,
1,"6455-001",,,,,,,,,,,,,
1,"6456-001",,,,,,,,,,,,,
1,"6457-001",1,"**CONFIDENTIAL**",6,1,2,30000,2,6,2015,60000,1,,
1,"6458-001",,,,,,,,,,,,,
1,"6459-001",,,,,,,,,,,,,
1,"6461-001",,,,,,,,,,,,,
1,"6464-001",,,,,,,,,,,,,
1,"6472-001",,,,,,,,,,,,,
1,"6473-001",,,,,,,,,,,,,
1,"6474-001",,,,,,,,,,,,,
1,"6476-001",,,,,,,,,,,,,
1,"6477-001",,,,,,,,,,,,,
1,"6478-001",,,,,,,,,,,,,
1,"6479-001",,,,,,,,,,,,,
1,"6483-001",,,,,,,,,,,,,
1,"6491-001",,,,,,,,,,,,,
1,"6492-001",,,,,,,,,,,,,
1,"6493-001",,,,,,,,,,,,,
1,"6494-001",,,,,,,,,,,,,
1,"6495-001",,,,,,,,,,,,,
1,"6496-001",,,,,,,,,,,,,
1,"6497-001",,,,,,,,,,,,,
1,"6498-001",,,,,,,,,,,,,
1,"6510-001",,,,,,,,,,,,,
1,"6512-001",1,"**CONFIDENTIAL**",8,1,1,13000,1,,,13000,2,,
1,"6513-001",,,,,,,,,,,,,
1,"6514-001",,,,,,,,,,,,,
1,"6515-001",,,,,,,,,,,,,
1,"6516-001",,,,,,,,,,,,,
1,"6517-001",,,,,,,,,,,,,
1,"6519-001",,,,,,,,,,,,,
1,"6529-001",,,,,,,,,,,,,
1,"6530-001",,,,,,,,,,,,,
1,"6531-001",1,"**CONFIDENTIAL**",6,1,1,50000,2,8,2015,50000,7,,
1,"6533-001",,,,,,,,,,,,,
1,"6534-001",,,,,,,,,,,,,
1,"6535-001",,,,,,,,,,,,,
1,"6537-001",,,,,,,,,,,,,
1,"6540-001",,,,,,,,,,,,,
1,"6548-001",,,,,,,,,,,,,
1,"6549-001",,,,,,,,,,,,,
1,"6550-001",,,,,,,,,,,,,
1,"6551-001",,,,,,,,,,,,,
1,"6552-001",,,,,,,,,,,,,
1,"6553-001",,,,,,,,,,,,,
1,"6554-001",,,,,,,,,,,,,
1,"6556-001",,,,,,,,,,,,,
1,"6567-001",,,,,,,,,,,,,
1,"6568-001",,,,,,,,,,,,,
1,"6569-001",,,,,,,,,,,,,
1,"6570-001",,,,,,,,,,,,,
1,"6572-001",,,,,,,,,,,,,
1,"6573-001",,,,,,,,,,,,,
1,"6574-001",,,,,,,,,,,,,
1,"6577-001",,,,,,,,,,,,,
1,"6586-001",,,,,,,,,,,,,
1,"6589-001",,,,,,,,,,,,,
1,"6590-001",,,,,,,,,,,,,
1,"6591-001",,,,,,,,,,,,,
1,"6592-001",,,,,,,,,,,,,
1,"6593-001",1,"**CONFIDENTIAL**",12,1,1,60000,2,6,2015,70000,1,,
1,"6594-001",,,,,,,,,,,,,
1,"6605-001",,,,,,,,,,,,,
1,"6606-001",,,,,,,,,,,,,
1,"6607-001",1,"**CONFIDENTIAL**",6,2,1,15000,1,,,15000,7,,
1,"6608-001",,,,,,,,,,,,,
1,"6609-001",,,,,,,,,,,,,
1,"6610-001",,,,,,,,,,,,,
1,"6611-001",,,,,,,,,,,,,
1,"6612-001",,,,,,,,,,,,,
1,"6624-001",,,,,,,,,,,,,
1,"6625-001",,,,,,,,,,,,,
1,"6626-001",,,,,,,,,,,,,
1,"6627-001",,,,,,,,,,,,,
1,"6628-001",,,,,,,,,,,,,
1,"6629-001",,,,,,,,,,,,,
1,"6630-001",,,,,,,,,,,,,
1,"6631-001",,,,,,,,,,,,,
1,"6643-001",,,,,,,,,,,,,
1,"6644-001",,,,,,,,,,,,,
1,"6645-001",,,,,,,,,,,,,
1,"6646-001",,,,,,,,,,,,,
1,"6647-001",,,,,,,,,,,,,
1,"6648-001",,,,,,,,,,,,,
1,"6649-001",,,,,,,,,,,,,
1,"6650-001",,,,,,,,,,,,,
1,"6662-001",,,,,,,,,,,,,
1,"6663-001",,,,,,,,,,,,,
1,"6664-001",,,,,,,,,,,,,
1,"6665-001",,,,,,,,,,,,,
1,"6666-001",,,,,,,,,,,,,
1,"6667-001",1,"**CONFIDENTIAL**",12,1,1,680000,2,8,2015,760000,3,,
1,"6668-001",,,,,,,,,,,,,
1,"6669-001",,,,,,,,,,,,,
1,"6681-001",,,,,,,,,,,,,
1,"6682-001",,,,,,,,,,,,,
1,"6683-001",,,,,,,,,,,,,
1,"6684-001",,,,,,,,,,,,,
1,"6685-001",,,,,,,,,,,,,
1,"6686-001",,,,,,,,,,,,,
1,"6687-001",1,"**CONFIDENTIAL**",6,1,1,15000,1,,,15000,1,,
1,"6688-001",1,"**CONFIDENTIAL**",7,1,1,335000,1,,,335000,1,,
1,"6700-001",,,,,,,,,,,,,
1,"6701-001",1,"**CONFIDENTIAL**",1,2,1,3500000,1,,,4375000,3,9,
1,"6702-001",,,,,,,,,,,,,
1,"6703-001",1,"**CONFIDENTIAL**",12,2,1,70000,2,10,2015,76000,1,,
1,"6704-001",1,"**CONFIDENTIAL**",2,1,1,700000,2,9,2015,824000,3,,
1,"6705-001",,,,,,,,,,,,,
1,"6706-001",,,,,,,,,,,,,
1,"6707-001",,,,,,,,,,,,,
1,"6719-001",,,,,,,,,,,,,
1,"6720-001",1,"**CONFIDENTIAL**",7,2,1,200000,1,,,200000,7,,
1,"6721-001",,,,,,,,,,,,,
1,"6722-001",,,,,,,,,,,,,
1,"6723-001",,,,,,,,,,,,,
1,"6724-001",,,,,,,,,,,,,
1,"6725-001",,,,,,,,,,,,,
1,"6726-001",1,"**CONFIDENTIAL**",10,1,1,20000,1,,,20000,2,,
1,"6738-001",,,,,,,,,,,,,
1,"6739-001",,,,,,,,,,,,,
1,"6740-001",,,,,,,,,,,,,
1,"6741-001",,,,,,,,,,,,,
1,"6742-001",,,,,,,,,,,,,
1,"6743-001",,,,,,,,,,,,,
1,"6744-001",1,"**CONFIDENTIAL**",2,2,1,1200000,2,11,2015,1500000,3,6,
1,"6745-001",,,,,,,,,,,,,
1,"6757-001",,,,,,,,,,,,,
1,"6758-001",,,,,,,,,,,,,
1,"6759-001",,,,,,,,,,,,,
1,"6760-001",1,"**CONFIDENTIAL**",2,2,1,600000,2,11,2015,930000,5,,
1,"6761-001",,,,,,,,,,,,,
1,"6762-001",,,,,,,,,,,,,
1,"6763-001",,,,,,,,,,,,,
1,"6764-001",1,"**CONFIDENTIAL**",2,1,1,1200000,2,10,2015,1641600,1,,
1,"6776-001",1,"**CONFIDENTIAL**",6,1,1,100000,1,,,100000,1,,
1,"6777-001",,,,,,,,,,,,,
1,"6778-001",,,,,,,,,,,,,
1,"6779-001",1,"**CONFIDENTIAL**",2,1,1,500000,1,,,625000,3,,
1,"6780-001",,,,,,,,,,,,,
1,"6781-001",,,,,,,,,,,,,
1,"6782-001",,,,,,,,,,,,,
1,"6783-001",1,"**CONFIDENTIAL**",7,1,2,4000,2,7,2015,4000,1,,
1,"6795-001",,,,,,,,,,,,,
1,"6796-001",,,,,,,,,,,,,
1,"6797-001",,,,,,,,,,,,,
1,"6798-001",,,,,,,,,,,,,
1,"6799-001",1,"**CONFIDENTIAL**",10,1,1,400000,2,1,2016,472200,7,,
1,"6800-001",,,,,,,,,,,,,
1,"6801-001",,,,,,,,,,,,,
1,"6802-001",,,,,,,,,,,,,
1,"6815-001",,,,,,,,,,,,,
1,"6816-001",,,,,,,,,,,,,
1,"6817-001",,,,,,,,,,,,,
1,"6818-001",,,,,,,,,,,,,
1,"6819-001",,,,,,,,,,,,,
1,"6820-001",,,,,,,,,,,,,
1,"6821-001",,,,,,,,,,,,,
1,"6823-001",,,,,,,,,,,,,
1,"6833-001",,,,,,,,,,,,,
1,"6834-001",,,,,,,,,,,,,
1,"6835-001",,,,,,,,,,,,,
1,"6836-001",,,,,,,,,,,,,
1,"6837-001",,,,,,,,,,,,,
1,"6838-001",,,,,,,,,,,,,
1,"6840-001",,,,,,,,,,,,,
1,"6841-001",,,,,,,,,,,,,
1,"6852-001",,,,,,,,,,,,,
1,"6853-001",,,,,,,,,,,,,
1,"6854-001",,,,,,,,,,,,,
1,"6855-001",,,,,,,,,,,,,
1,"6856-001",,,,,,,,,,,,,
1,"6857-001",,,,,,,,,,,,,
1,"6858-001",,,,,,,,,,,,,
1,"6859-001",,,,,,,,,,,,,
1,"6871-001",,,,,,,,,,,,,
1,"6872-001",,,,,,,,,,,,,
1,"6873-001",,,,,,,,,,,,,
1,"6874-001",,,,,,,,,,,,,
1,"6875-001",,,,,,,,,,,,,
1,"6876-001",,,,,,,,,,,,,
1,"6877-001",,,,,,,,,,,,,
1,"6878-001",,,,,,,,,,,,,
1,"6888-001",,,,,,,,,,,,,
1,"6890-001",,,,,,,,,,,,,
1,"6891-001",,,,,,,,,,,,,
1,"6892-001",,,,,,,,,,,,,
1,"6893-001",,,,,,,,,,,,,
1,"6894-001",,,,,,,,,,,,,
1,"6895-001",,,,,,,,,,,,,
1,"6897-001",,,,,,,,,,,,,
1,"6899-001",,,,,,,,,,,,,
1,"6909-001",1,"**CONFIDENTIAL**",7,1,2,15000,1,,,15000,1,,
2,"6909-001",2,"**CONFIDENTIAL**",7,1,2,7000,1,,,7000,1,,
1,"6910-001",,,,,,,,,,,,,
1,"6911-001",,,,,,,,,,,,,
1,"6913-001",,,,,,,,,,,,,
1,"6914-001",,,,,,,,,,,,,
1,"6915-001",,,,,,,,,,,,,
1,"6916-001",,,,,,,,,,,,,
1,"6919-001",,,,,,,,,,,,,
1,"6928-001",,,,,,,,,,,,,
1,"6929-001",,,,,,,,,,,,,
1,"6930-001",,,,,,,,,,,,,
1,"6931-001",1,"**CONFIDENTIAL**",7,1,2,36000,1,,,36000,1,,
1,"6932-001",,,,,,,,,,,,,
1,"6933-001",,,,,,,,,,,,,
1,"6934-001",,,,,,,,,,,,,
1,"6935-001",,,,,,,,,,,,,
1,"6947-001",1,"**CONFIDENTIAL**",8,1,2,25000,2,5,2015,32500,1,,
2,"6947-001",2,"**CONFIDENTIAL**",8,1,1,70000,2,6,2015,70000,10,,
1,"6948-001",1,"**CONFIDENTIAL**",6,1,1,20000,2,7,2015,20000,1,,
1,"6949-001",,,,,,,,,,,,,
1,"6950-001",,,,,,,,,,,,,
1,"6951-001",,,,,,,,,,,,,
1,"6952-001",,,,,,,,,,,,,
1,"6953-001",1,"**CONFIDENTIAL**",7,1,2,31000,2,7,2015,31000,6,,
2,"6953-001",2,"**CONFIDENTIAL**",7,1,2,6500,2,7,2015,6500,1,,
1,"6954-001",,,,,,,,,,,,,
1,"6966-001",,,,,,,,,,,,,
1,"6967-001",1,"**CONFIDENTIAL**",6,1,2,30000,1,,,30000,10,,
1,"6968-001",,,,,,,,,,,,,
1,"6969-001",,,,,,,,,,,,,
1,"6970-001",,,,,,,,,,,,,
1,"6971-001",,,,,,,,,,,,,
1,"6972-001",,,,,,,,,,,,,
1,"6973-001",,,,,,,,,,,,,
1,"6986-001",,,,,,,,,,,,,
1,"6987-001",,,,,,,,,,,,,
1,"6988-001",,,,,,,,,,,,,
1,"6989-001",,,,,,,,,,,,,
1,"6990-001",,,,,,,,,,,,,
1,"6991-001",,,,,,,,,,,,,
1,"6992-001",,,,,,,,,,,,,
1,"6994-001",,,,,,,,,,,,,
1,"7004-001",,,,,,,,,,,,,
1,"7005-001",1,"**CONFIDENTIAL**",1,1,1,6803940,2,5,2019,9000000,9,,
1,"7007-001",,,,,,,,,,,,,
1,"7008-001",,,,,,,,,,,,,
1,"7009-001",,,,,,,,,,,,,
1,"7010-001",1,"**CONFIDENTIAL**",2,1,1,300000,2,10,2015,330000,7,,
1,"7011-001",,,,,,,,,,,,,
1,"7012-001",1,"**CONFIDENTIAL**",6,1,1,70000,2,10,2015,70000,7,,
1,"7023-001",,,,,,,,,,,,,
1,"7024-001",,,,,,,,,,,,,
1,"7025-001",1,"**CONFIDENTIAL**",2,1,1,300000,1,,,350000,3,,
1,"7026-001",,,,,,,,,,,,,
1,"7027-001",,,,,,,,,,,,,
1,"7028-001",,,,,,,,,,,,,
1,"7029-001",,,,,,,,,,,,,
1,"7030-001",,,,,,,,,,,,,
1,"7042-001",1,"**CONFIDENTIAL**",8,1,2,400000,2,8,2016,400000,10,,
1,"7043-001",,,,,,,,,,,,,
1,"7044-001",,,,,,,,,,,,,
1,"7045-001",,,,,,,,,,,,,
1,"7046-001",,,,,,,,,,,,,
1,"7047-001",,,,,,,,,,,,,
1,"7048-001",,,,,,,,,,,,,
1,"7049-001",,,,,,,,,,,,,
1,"7061-001",,,,,,,,,,,,,
1,"7062-001",,,,,,,,,,,,,
1,"7063-001",1,"**CONFIDENTIAL**",6,1,1,200000,1,,,200000,7,,
1,"7064-001",,,,,,,,,,,,,
1,"7065-001",,,,,,,,,,,,,
1,"7066-001",1,"**CONFIDENTIAL**",8,1,1,60000,2,6,2015,60000,1,,
1,"7067-001",,,,,,,,,,,,,
1,"7068-001",,,,,,,,,,,,,
1,"7080-001",,,,,,,,,,,,,
1,"7081-001",,,,,,,,,,,,,
1,"7082-001",,,,,,,,,,,,,
1,"7083-001",,,,,,,,,,,,,
1,"7084-001",,,,,,,,,,,,,
1,"7085-001",,,,,,,,,,,,,
1,"7086-001",,,,,,,,,,,,,
1,"7087-001",,,,,,,,,,,,,
1,"7099-001",,,,,,,,,,,,,
1,"7100-001",,,,,,,,,,,,,
1,"7102-001",,,,,,,,,,,,,
1,"7103-001",1,"**CONFIDENTIAL**",7,1,2,8000,1,,,8000,1,,
1,"7105-001",1,"**CONFIDENTIAL**",2,2,1,700000,2,11,2015,840000,7,,
1,"7106-001",,,,,,,,,,,,,
1,"7108-001",,,,,,,,,,,,,
1,"7110-001",,,,,,,,,,,,,
1,"7118-001",,,,,,,,,,,,,
1,"7119-001",,,,,,,,,,,,,
1,"7120-001",,,,,,,,,,,,,
1,"7121-001",,,,,,,,,,,,,
1,"7122-001",,,,,,,,,,,,,
1,"7123-001",,,,,,,,,,,,,
1,"7124-001",,,,,,,,,,,,,
1,"7125-001",,,,,,,,,,,,,
1,"7137-001",,,,,,,,,,,,,
1,"7139-001",,,,,,,,,,,,,
1,"7140-001",,,,,,,,,,,,,
1,"7141-001",1,"**CONFIDENTIAL**",2,1,1,300000,1,,,354000,3,,
1,"7142-001",,,,,,,,,,,,,
1,"7143-001",1,"**CONFIDENTIAL**",5,2,1,535000,2,7,2015,650000,1,10,7
1,"7144-001",1,"**CONFIDENTIAL**",1,1,1,7000000,2,11,2016,9800000,9,,
1,"7147-001",,,,,,,,,,,,,
1,"7156-001",,,,,,,,,,,,,
1,"7157-001",,,,,,,,,,,,,
1,"7158-001",,,,,,,,,,,,,
1,"7159-001",,,,,,,,,,,,,
1,"7161-001",,,,,,,,,,,,,
1,"7162-001",,,,,,,,,,,,,
1,"7163-001",,,,,,,,,,,,,
1,"7166-001",,,,,,,,,,,,,
1,"7175-001",,,,,,,,,,,,,
1,"7177-001",,,,,,,,,,,,,
1,"7178-001",1,"**CONFIDENTIAL**",2,1,1,500000,2,8,2015,660000,7,,
1,"7179-001",,,,,,,,,,,,,
1,"7180-001",,,,,,,,,,,,,
1,"7182-001",,,,,,,,,,,,,
1,"7185-001",,,,,,,,,,,,,
1,"7186-001",1,"**CONFIDENTIAL**",7,1,2,300000,1,,,300000,7,,
1,"7194-001",1,"**CONFIDENTIAL**",12,1,1,40000,1,,,44000,10,,
2,"7194-001",2,"**CONFIDENTIAL**",12,1,1,100000,2,12,2015,110000,10,,
3,"7194-001",3,"**CONFIDENTIAL**",12,1,1,100000,2,12,2015,110000,10,,
1,"7195-001",,,,,,,,,,,,,
1,"7196-001",,,,,,,,,,,,,
1,"7197-001",,,,,,,,,,,,,
1,"7198-001",,,,,,,,,,,,,
1,"7199-001",,,,,,,,,,,,,
1,"7200-001",,,,,,,,,,,,,
1,"7201-001",,,,,,,,,,,,,
1,"7213-001",,,,,,,,,,,,,
1,"7214-001",,,,,,,,,,,,,
1,"7215-001",,,,,,,,,,,,,
1,"7216-001",,,,,,,,,,,,,
1,"7217-001",,,,,,,,,,,,,
1,"7218-001",,,,,,,,,,,,,
1,"7219-001",,,,,,,,,,,,,
1,"7220-001",1,"**CONFIDENTIAL**",7,1,1,16000,2,8,2015,19000,1,,
1,"7232-001",,,,,,,,,,,,,
1,"7233-001",,,,,,,,,,,,,
1,"7234-001",,,,,,,,,,,,,
1,"7235-001",,,,,,,,,,,,,
1,"7236-001",,,,,,,,,,,,,
1,"7237-001",,,,,,,,,,,,,
1,"7238-001",,,,,,,,,,,,,
1,"7239-001",,,,,,,,,,,,,
1,"7251-001",,,,,,,,,,,,,
1,"7252-001",1,"**CONFIDENTIAL**",1,1,2,3000000,2,9,2015,3600000,6,,
1,"7253-001",,,,,,,,,,,,,
1,"7254-001",,,,,,,,,,,,,
1,"7255-001",,,,,,,,,,,,,
1,"7256-001",,,,,,,,,,,,,
1,"7257-001",,,,,,,,,,,,,
1,"7258-001",1,"**CONFIDENTIAL**",6,1,2,62000,1,,,62000,6,,
2,"7258-001",2,"**CONFIDENTIAL**",6,1,1,60000,1,,,120000,1,,
1,"7270-001",,,,,,,,,,,,,
1,"7271-001",,,,,,,,,,,,,
1,"7272-001",,,,,,,,,,,,,
1,"7273-001",,,,,,,,,,,,,
1,"7274-001",,,,,,,,,,,,,
1,"7275-001",,,,,,,,,,,,,
1,"7276-001",1,"**CONFIDENTIAL**",7,1,2,20000,1,,,20000,1,,
1,"7277-001",,,,,,,,,,,,,
1,"7289-001",,,,,,,,,,,,,
1,"7290-001",,,,,,,,,,,,,
1,"7291-001",1,"**CONFIDENTIAL**",7,1,2,4700,1,,,4700,1,,
1,"7292-001",,,,,,,,,,,,,
1,"7293-001",1,"**CONFIDENTIAL**",6,1,1,30000,1,,,30000,1,,
2,"7293-001",2,"**CONFIDENTIAL**",6,1,1,1000000,1,,,1000000,2,,
1,"7294-001",,,,,,,,,,,,,
1,"7295-001",,,,,,,,,,,,,
1,"7296-001",,,,,,,,,,,,,
1,"7308-001",,,,,,,,,,,,,
1,"7309-001",,,,,,,,,,,,,
1,"7310-001",,,,,,,,,,,,,
1,"7311-001",,,,,,,,,,,,,
1,"7312-001",,,,,,,,,,,,,
1,"7313-001",,,,,,,,,,,,,
1,"7314-001",,,,,,,,,,,,,
1,"7315-001",,,,,,,,,,,,,
1,"7327-001",,,,,,,,,,,,,
1,"7329-001",,,,,,,,,,,,,
1,"7331-001",,,,,,,,,,,,,
1,"7332-001",,,,,,,,,,,,,
1,"7333-001",,,,,,,,,,,,,
1,"7335-001",,,,,,,,,,,,,
1,"7336-001",,,,,,,,,,,,,
1,"7338-001",,,,,,,,,,,,,
1,"7346-001",,,,,,,,,,,,,
1,"7347-001",,,,,,,,,,,,,
1,"7348-001",,,,,,,,,,,,,
1,"7351-001",,,,,,,,,,,,,
1,"7352-001",,,,,,,,,,,,,
1,"7353-001",,,,,,,,,,,,,
1,"7356-001",,,,,,,,,,,,,
1,"7357-001",,,,,,,,,,,,,
1,"7365-001",,,,,,,,,,,,,
1,"7366-001",,,,,,,,,,,,,
1,"7367-001",,,,,,,,,,,,,
1,"7368-001",,,,,,,,,,,,,
1,"7369-001",,,,,,,,,,,,,
1,"7370-001",,,,,,,,,,,,,
1,"7371-001",,,,,,,,,,,,,
1,"7372-001",,,,,,,,,,,,,
1,"7384-001",,,,,,,,,,,,,
1,"7386-001",,,,,,,,,,,,,
1,"7387-001",,,,,,,,,,,,,
1,"7389-001",,,,,,,,,,,,,
1,"7390-001",,,,,,,,,,,,,
1,"7391-001",,,,,,,,,,,,,
1,"7394-001",,,,,,,,,,,,,
1,"7395-001",,,,,,,,,,,,,
1,"7403-001",,,,,,,,,,,,,
1,"7404-001",,,,,,,,,,,,,
1,"7405-001",,,,,,,,,,,,,
1,"7406-001",,,,,,,,,,,,,
1,"7408-001",,,,,,,,,,,,,
1,"7409-001",,,,,,,,,,,,,
1,"7410-001",,,,,,,,,,,,,
1,"7411-001",,,,,,,,,,,,,
1,"7422-001",,,,,,,,,,,,,
1,"7423-001",,,,,,,,,,,,,
1,"7424-001",,,,,,,,,,,,,
1,"7425-001",,,,,,,,,,,,,
1,"7426-001",,,,,,,,,,,,,
1,"7427-001",,,,,,,,,,,,,
1,"7428-001",,,,,,,,,,,,,
1,"7429-001",,,,,,,,,,,,,
1,"7441-001",,,,,,,,,,,,,
1,"7442-001",,,,,,,,,,,,,
1,"7443-001",,,,,,,,,,,,,
1,"7444-001",,,,,,,,,,,,,
1,"7447-001",,,,,,,,,,,,,
1,"7448-001",1,"**CONFIDENTIAL**",1,2,2,2300000,2,99,2016,2300000,1,,
1,"7450-001",,,,,,,,,,,,,
1,"7451-001",,,,,,,,,,,,,
1,"7460-001",,,,,,,,,,,,,
1,"7461-001",,,,,,,,,,,,,
1,"7463-001",,,,,,,,,,,,,
1,"7465-001",,,,,,,,,,,,,
1,"7466-001",,,,,,,,,,,,,
1,"7467-001",,,,,,,,,,,,,
1,"7468-001",,,,,,,,,,,,,
1,"7469-001",,,,,,,,,,,,,
1,"7479-001",,,,,,,,,,,,,
1,"7480-001",,,,,,,,,,,,,
1,"7482-001",,,,,,,,,,,,,
1,"7483-001",,,,,,,,,,,,,
1,"7484-001",,,,,,,,,,,,,
1,"7485-001",,,,,,,,,,,,,
1,"7486-001",,,,,,,,,,,,,
1,"7487-001",,,,,,,,,,,,,
1,"7498-001",,,,,,,,,,,,,
1,"7499-001",,,,,,,,,,,,,
1,"7500-001",,,,,,,,,,,,,
1,"7501-001",,,,,,,,,,,,,
1,"7502-001",,,,,,,,,,,,,
1,"7503-001",,,,,,,,,,,,,
1,"7504-001",,,,,,,,,,,,,
1,"7505-001",,,,,,,,,,,,,
1,"7517-001",,,,,,,,,,,,,
1,"7518-001",,,,,,,,,,,,,
1,"7519-001",,,,,,,,,,,,,
1,"7520-001",,,,,,,,,,,,,
